Origin,5003,5003_6034,45.52951221728282,-73.51769149303436,21
Destination,6034,5003_6034,45.5079,-73.563112,21
Origin,5003,5003_5004,45.52951221728282,-73.51769149303436,31
Destination,5004,5003_5004,45.539824,-73.508752,31
Origin,5003,5003_5005,45.52951221728282,-73.51769149303436,23
Destination,5005,5003_5005,45.53637796305584,-73.51264223456383,23
Origin,5003,5003_5006,45.52951221728282,-73.51769149303436,39
Destination,5006,5003_5006,45.53722603812578,-73.49506705999374,39
Origin,5003,5003_5007,45.52951221728282,-73.51769149303436,89
Destination,5007,5003_5007,45.523854,-73.519677,89
Origin,5004,5004_5005,45.539824,-73.508752,15
Destination,5005,5004_5005,45.53637796305584,-73.51264223456383,15
Origin,5004,5004_5006,45.539824,-73.508752,22
Destination,5006,5004_5006,45.53722603812578,-73.49506705999374,22
Origin,5004,5004_5007,45.539824,-73.508752,221
Destination,5007,5004_5007,45.523854,-73.519677,221
Origin,5004,5004_5002,45.539824,-73.508752,31
Destination,5002,5004_5002,45.533703286938504,-73.51528286933899,31
Origin,5004,5004_5003,45.539824,-73.508752,44
Destination,5003,5004_5003,45.52951221728282,-73.51769149303436,44
Origin,5005,5005_6104,45.53637796305584,-73.51264223456383,16
Destination,6104,5005_6104,45.51681750463149,-73.5541883111,16
Origin,5005,5005_5004,45.53637796305584,-73.51264223456383,17
Destination,5004,5005_5004,45.539824,-73.508752,17
Origin,5005,5005_5003,45.53637796305584,-73.51264223456383,20
Destination,5003,5005_5003,45.52951221728282,-73.51769149303436,20
Origin,5005,5005_5007,45.53637796305584,-73.51264223456383,225
Destination,5007,5005_5007,45.523854,-73.519677,225
Origin,5005,5005_5006,45.53637796305584,-73.51264223456383,67
Destination,5006,5005_5006,45.53722603812578,-73.49506705999374,67
Origin,5006,5006_5003,45.53722603812578,-73.49506705999374,41
Destination,5003,5006_5003,45.52951221728282,-73.51769149303436,41
Origin,5006,5006_6501,45.53722603812578,-73.49506705999374,50
Destination,6501,5006_6501,45.51340900098092,-73.53355407714844,50
Origin,5006,5006_6116,45.53722603812578,-73.49506705999374,46
Destination,6116,5006_6116,45.523584,-73.560941,46
Origin,5006,5006_5007,45.53722603812578,-73.49506705999374,275
Destination,5007,5006_5007,45.523854,-73.519677,275
Origin,5006,5006_5005,45.53722603812578,-73.49506705999374,54
Destination,5005,5006_5005,45.53637796305584,-73.51264223456383,54
Origin,5007,5007_6114,45.523854,-73.519677,127
Destination,6114,5007_6114,45.52353,-73.55199,127
Origin,5007,5007_5004,45.523854,-73.519677,199
Destination,5004,5007_5004,45.539824,-73.508752,199
Origin,5007,5007_5002,45.523854,-73.519677,182
Destination,5002,5007_5002,45.533703286938504,-73.51528286933899,182
Origin,5007,5007_5006,45.523854,-73.519677,334
Destination,5006,5007_5006,45.53722603812578,-73.49506705999374,334
Origin,5007,5007_5005,45.523854,-73.519677,312
Destination,5005,5007_5005,45.53637796305584,-73.51264223456383,312
Origin,6001,6001_6114,45.5093281424543,-73.55434656143188,192
Destination,6114,6001_6114,45.52353,-73.55199,192
Origin,6001,6001_6042,45.5093281424543,-73.55434656143188,285
Destination,6042,6001_6042,45.50060578095098,-73.56544822454453,285
Origin,6001,6001_6052,45.5093281424543,-73.55434656143188,212
Destination,6052,6001_6052,45.4980302,-73.55266482,212
Origin,6001,6001_6043,45.5093281424543,-73.55434656143188,304
Destination,6043,6001_6043,45.50206,-73.56295,304
Origin,6001,6001_6015,45.5093281424543,-73.55434656143188,298
Destination,6015,6001_6015,45.515299,-73.561273,298
Origin,6002,6002_6015,45.53929155936048,-73.54103073477745,124
Destination,6015,6002_6015,45.515299,-73.561273,124
Origin,6002,6002_6012,45.53929155936048,-73.54103073477745,149
Destination,6012,6002_6012,45.51066,-73.56497,149
Origin,6002,6002_7020,45.53929155936048,-73.54103073477745,132
Destination,7020,6002_7020,45.5436987529516,-73.55367332696915,132
Origin,6002,6002_6386,45.53929155936048,-73.54103073477745,341
Destination,6386,6002_6386,45.5414350841351,-73.55431437492369,341
Origin,6002,6002_6114,45.53929155936048,-73.54103073477745,311
Destination,6114,6002_6114,45.52353,-73.55199,311
Origin,6003,6003_6032,45.51113228073946,-73.56790713965893,119
Destination,6032,6003_6032,45.50623,-73.55976,119
Origin,6003,6003_6015,45.51113228073946,-73.56790713965893,153
Destination,6015,6003_6015,45.515299,-73.561273,153
Origin,6003,6003_6064,45.51113228073946,-73.56790713965893,168
Destination,6064,6003_6064,45.50038,-73.57507,168
Origin,6003,6003_6100,45.51113228073946,-73.56790713965893,196
Destination,6100,6003_6100,45.49659,-73.57851,196
Origin,6003,6003_6008,45.51113228073946,-73.56790713965893,244
Destination,6008,6003_6008,45.512734,-73.5611406,244
Origin,6004,6004_6104,45.50918810659251,-73.55457991361618,91
Destination,6104,6004_6104,45.51681750463149,-73.5541883111,91
Origin,6004,6004_6012,45.50918810659251,-73.55457991361618,92
Destination,6012,6004_6012,45.51066,-73.56497,92
Origin,6004,6004_6032,45.50918810659251,-73.55457991361618,106
Destination,6032,6004_6032,45.50623,-73.55976,106
Origin,6004,6004_6015,45.50918810659251,-73.55457991361618,200
Destination,6015,6004_6015,45.515299,-73.561273,200
Origin,6004,6004_6026,45.50918810659251,-73.55457991361618,112
Destination,6026,6004_6026,45.50761009451047,-73.55183601379395,112
Origin,6005,6005_6085,45.50023354666628,-73.57112646102905,119
Destination,6085,6005_6085,45.4952,-73.56328,119
Origin,6005,6005_6159,45.50023354666628,-73.57112646102905,152
Destination,6159,6005_6159,45.495894391754916,-73.5600972175598,152
